DESCRIPTION,BRAND,CATEGORY,BARCODE,BATCH,"INBOUND DATE",WAREHOUSE,SUPPLIER,"SUPPLIER TYPE",STAFF
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1276,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1277,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1278,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1279,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1280,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1281,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1282,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1283,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1284,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1285,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1286,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1287,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1288,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1289,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1290,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1291,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1292,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1293,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1294,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1295,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1296,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1297,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1298,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1299,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1300,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1301,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1352,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1353,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1354,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1355,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1356,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1357,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1358,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1359,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1360,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1361,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1362,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1363,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1364,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1365,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1366,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1367,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1368,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1369,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1370,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1371,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1372,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1373,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1374,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1375,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1376,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1377,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1378,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1379,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1380,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1381,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1382,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1383,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1384,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1385,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1386,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1387,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1388,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1389,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1390,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1391,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1392,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1393,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1394,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1395,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1396,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1397,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1398,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1399,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1400,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1401,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1402,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1403,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1404,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1405,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1406,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Led Screen 14 30 Pins Borderless FHD","No Brand","Led Screen",35963965-86,PObatch-1379,"2026-02-27 00:00:00","LPO Angeles Store","All Star",International,"LPO Kyle Orido"
"Led Screen 14 30 Pins Borderless FHD","No Brand","Led Screen",35963965-87,PObatch-1379,"2026-02-27 00:00:00","LPO Angeles Store","All Star",International,"LPO Kyle Orido"
"Led Screen 15.6 30 Pins Borderless FHD","No Brand","Led Screen",86038333-137,PObatch-1379,"2026-02-27 00:00:00","LPO Angeles Store","All Star",International,"LPO Kyle Orido"
"Laptop Battery Acer AP18E8M",Acer,"Laptop Battery",34518305-18,PObatch-1380,"2026-02-27 00:00:00","LPO Angeles Store","All Star",International,"LPO Kyle Orido"
"Laptop Battery Acer AP18E8M",Acer,"Laptop Battery",34518305-19,PObatch-1380,"2026-02-27 00:00:00","LPO Angeles Store","All Star",International,"LPO Kyle Orido"
"Laptop Battery Acer AP18E8M",Acer,"Laptop Battery",34518305-20,PObatch-1380,"2026-02-27 00:00:00","LPO Angeles Store","All Star",International,"LPO Kyle Orido"
"Laptop Battery Dell WDXOR",Dell,"Laptop Battery",08497374-101,PObatch-1380,"2026-02-27 00:00:00","LPO Angeles Store","All Star",International,"LPO Kyle Orido"
"Accessories Soldering Wick","No Brand",Accessories,6744019-72,PObatch-1383,"2026-02-27 00:00:00","LPO Angeles Store",Imports,International,"LPO Kyle Orido"
"Accessories Soldering Wick","No Brand",Accessories,6744019-80,PObatch-1383,"2026-02-27 00:00:00","LPO Angeles Store",Imports,International,"LPO Kyle Orido"
"Accessories Soldering Wick","No Brand",Accessories,6744019-85,PObatch-1383,"2026-02-27 00:00:00","LPO Angeles Store",Imports,International,"LPO Kyle Orido"
"Accessories Soldering Wick","No Brand",Accessories,6744019-87,PObatch-1383,"2026-02-27 00:00:00","LPO Angeles Store",Imports,International,"LPO Kyle Orido"
"Accessories Soldering Wick","No Brand",Accessories,6744019-90,PObatch-1383,"2026-02-27 00:00:00","LPO Angeles Store",Imports,International,"LPO Kyle Orido"
"Led Screen 15.6 30 Pins Borderless HD","No Brand","Led Screen",32748546-79,PObatch-1379,"2026-02-27 00:00:00","LPCE Olongapo Store","All Star",International,"LPO Kyle Orido"
"Led Screen 15.6 30 Pins Borderless FHD","No Brand","Led Screen",86038333-201,PObatch-1379,"2026-02-27 00:00:00","LPCE Olongapo Store","All Star",International,"LPO Kyle Orido"
"Led Screen 15.6 30 Pins Borderless FHD","No Brand","Led Screen",86038333-202,PObatch-1379,"2026-02-27 00:00:00","LPCE Olongapo Store","All Star",International,"LPO Kyle Orido"
"Led Screen 15.6 30 Pins Borderless FHD","No Brand","Led Screen",86038333-221,PObatch-1379,"2026-02-27 00:00:00","LPCE Olongapo Store","All Star",International,"LPO Kyle Orido"
"Led Screen 15.6 30 Pins Borderless FHD","No Brand","Led Screen",86038333-224,PObatch-1379,"2026-02-27 00:00:00","LPCE Olongapo Store","All Star",International,"LPO Kyle Orido"
"Led Screen 15.6 40 Pins Borderless FHD 144HZ","No Brand","Led Screen",22854729-29,PObatch-1379,"2026-02-27 00:00:00","LPCE Olongapo Store","All Star",International,"LPO Kyle Orido"
"Led Screen 15.6 40 Pins Borderless FHD 144HZ","No Brand","Led Screen",22854729-35,PObatch-1379,"2026-02-27 00:00:00","LPCE Olongapo Store","All Star",International,"LPO Kyle Orido"
"Laptop Battery Acer AP19B5L",Acer,"Laptop Battery",59974105-27,PObatch-1380,"2026-02-27 00:00:00","LPCE Olongapo Store","All Star",International,"LPO Kyle Orido"
"Cellphone LCD Samsung A13",Samsung,"Cellphone Lcd",CLA13-9,PObatch-1362,"2026-02-24 00:00:00","LPO HQ-BUFFER",Syy,Local,"Joephy Optina"
"Laptop Backpack No Brand","No Brand",Accessories,9918349-112,PObatch-1362,"2026-02-24 00:00:00","LPO HQ-BUFFER",Syy,Local,"Joephy Optina"
"Led Screen 14 30 Pins Borderless HD","No Brand","Led Screen",7858154-192,PObatch-1379,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Led Screen 14 30 Pins Borderless FHD","No Brand","Led Screen",35963965-152,PObatch-1379,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Led Screen 14 30 Pins Borderless FHD","No Brand","Led Screen",35963965-184,PObatch-1379,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Led Screen 15.6 30 Pins Borderless FHD","No Brand","Led Screen",86038333-148,PObatch-1379,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Led Screen 15.6 30 Pins Borderless FHD","No Brand","Led Screen",86038333-182,PObatch-1379,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Led Screen 15.6 30 Pins Borderless FHD","No Brand","Led Screen",86038333-183,PObatch-1379,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Led Screen 15.6 30 Pins Borderless FHD","No Brand","Led Screen",86038333-184,PObatch-1379,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Led Screen 15.6 30 Pins Borderless FHD","No Brand","Led Screen",86038333-185,PObatch-1379,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Led Screen 15.6 30 Pins Borderless FHD","No Brand","Led Screen",86038333-186,PObatch-1379,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Led Screen 15.6 30 Pins Borderless FHD","No Brand","Led Screen",86038333-188,PObatch-1379,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Led Screen 15.6 30 Pins Borderless FHD","No Brand","Led Screen",86038333-191,PObatch-1379,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Led Screen 15.6 30 Pins Borderless FHD","No Brand","Led Screen",86038333-192,PObatch-1379,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Led Screen 15.6 30 Pins Borderless FHD","No Brand","Led Screen",86038333-193,PObatch-1379,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Led Screen 15.6 30 Pins Borderless FHD","No Brand","Led Screen",86038333-198,PObatch-1379,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Led Screen 14 30 Pins Slim FHD","No Brand","Led Screen",56975232-32,PObatch-1379,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Laptop Battery Dell M5Y1K",Dell,"Laptop Battery",52119472-90,PObatch-1380,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Laptop Battery Dell M5Y1K",Dell,"Laptop Battery",52119472-91,PObatch-1380,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Laptop Battery MSI BTY-M6J",MSI,"Laptop Battery",44086612-10,PObatch-1380,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Laptop Battery ACER AC14B18J",Acer,"Laptop Battery",61222764-22,PObatch-1380,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Laptop Battery ACER AC14B18J",Acer,"Laptop Battery",61222764-24,PObatch-1380,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Laptop Battery ACER AC14B18J",Acer,"Laptop Battery",61222764-25,PObatch-1380,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Laptop Battery ACER AC14B18J",Acer,"Laptop Battery",61222764-26,PObatch-1380,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Laptop Battery ACER AC14B18J",Acer,"Laptop Battery",61222764-31,PObatch-1380,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Laptop Battery ACER AC14B18J",Acer,"Laptop Battery",61222764-32,PObatch-1380,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Laptop Battery ACER AC14B18J",Acer,"Laptop Battery",61222764-33,PObatch-1380,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Laptop Battery ACER AC14B18J",Acer,"Laptop Battery",61222764-37,PObatch-1380,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Laptop Battery ACER AC14B18J",Acer,"Laptop Battery",61222764-40,PObatch-1380,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Laptop Battery Acer AC14B8K",Acer,"Laptop Battery",28037962-32,PObatch-1380,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Laptop Battery Acer AP16M5J",Acer,"Laptop Battery",52562035-28,PObatch-1380,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Laptop Battery Acer AP16M5J",Acer,"Laptop Battery",52562035-30,PObatch-1380,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Laptop Battery Asus B21N1818",ASUS,"Laptop Battery",2209426-19,PObatch-1380,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Laptop Battery Asus B21N1818",ASUS,"Laptop Battery",2209426-20,PObatch-1380,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Laptop Battery Asus B21N1818",ASUS,"Laptop Battery",2209426-21,PObatch-1380,"2026-02-27 00:00:00","LPO HQ-BUFFER","All Star",International,"LPO Kyle Orido"
"Accessories Soldering Wick","No Brand",Accessories,6744019-63,PObatch-1383,"2026-02-27 00:00:00","LPO HQ-BUFFER",Imports,International,"LPO Kyle Orido"
"Accessories Soldering Wick","No Brand",Accessories,6744019-66,PObatch-1383,"2026-02-27 00:00:00","LPO HQ-BUFFER",Imports,International,"LPO Kyle Orido"
"Accessories Soldering Wick","No Brand",Accessories,6744019-69,PObatch-1383,"2026-02-27 00:00:00","LPO HQ-BUFFER",Imports,International,"LPO Kyle Orido"
"Accessories Soldering Wick","No Brand",Accessories,6744019-70,PObatch-1383,"2026-02-27 00:00:00","LPO HQ-BUFFER",Imports,International,"LPO Kyle Orido"
"Accessories Soldering Wick","No Brand",Accessories,6744019-75,PObatch-1383,"2026-02-27 00:00:00","LPO HQ-BUFFER",Imports,International,"LPO Kyle Orido"
"Accessories Soldering Wick","No Brand",Accessories,6744019-78,PObatch-1383,"2026-02-27 00:00:00","LPO HQ-BUFFER",Imports,International,"LPO Kyle Orido"
