"Unique Barcode",Description,Category,Brand,Supplier,"System Warehouse","Scanned Warehouse","System Location","Scanned Location","Audit Status",Outbounded,"Unit Cost","Scanned Date"
44494203-520,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-521,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-522,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-523,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-524,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-525,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
31136446-249,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-250,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-251,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-252,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-253,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-254,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-255,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-256,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-257,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-258,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-259,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-260,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-261,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-262,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-263,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-264,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-265,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-266,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-267,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-268,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-269,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-270,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-271,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-272,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-273,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-274,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-275,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-276,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-277,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-278,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-279,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-280,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-281,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-282,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-283,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-284,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-285,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-286,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-287,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-288,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-289,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-290,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-291,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-292,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-293,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-294,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:08"
31136446-295,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-296,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-297,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
31136446-298,"Laptop Charger LPO Asus 2.37A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,346.44,"2026-07-20 10:17:22"
10351631-223,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-224,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-225,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-226,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-227,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-228,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-229,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-230,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-231,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-232,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-233,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-234,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-235,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-236,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-237,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-238,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-239,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-240,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-241,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-242,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-243,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-244,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-245,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-246,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-247,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-248,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-249,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-250,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-251,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-252,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-253,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-254,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-255,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-256,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-257,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-258,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-259,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-260,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-261,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-262,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-263,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-264,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-265,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-266,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-267,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-268,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
10351631-269,"Laptop Charger LPO Asus 3.42A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-10,"FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:53:07"
78598494-201,"Laptop Charger LPO Lenovo 20V 2.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-11,"FOR SKU 72126I",scanned,no,346.44,"2026-07-21 07:48:56"
78598494-202,"Laptop Charger LPO Lenovo 20V 2.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-11,"FOR SKU 72126I",scanned,no,346.44,"2026-07-21 07:48:56"
78598494-203,"Laptop Charger LPO Lenovo 20V 2.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-11,"FOR SKU 72126I",scanned,no,346.44,"2026-07-21 07:48:56"
78598494-204,"Laptop Charger LPO Lenovo 20V 2.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-11,"FOR SKU 72126I",scanned,no,346.44,"2026-07-21 07:48:56"
78598494-211,"Laptop Charger LPO Lenovo 20V 2.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-11,"FOR SKU 72126I",scanned,no,346.44,"2026-07-21 07:48:56"
78598494-212,"Laptop Charger LPO Lenovo 20V 2.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-11,"FOR SKU 72126I",scanned,no,346.44,"2026-07-21 07:48:56"
78598494-213,"Laptop Charger LPO Lenovo 20V 2.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-11,"FOR SKU 72126I",scanned,no,346.44,"2026-07-21 07:48:56"
78598494-221,"Laptop Charger LPO Lenovo 20V 2.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-11,"FOR SKU 72126I",scanned,no,346.44,"2026-07-21 07:48:56"
78598494-222,"Laptop Charger LPO Lenovo 20V 2.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-11,"FOR SKU 72126I",scanned,no,346.44,"2026-07-21 07:48:56"
78598494-223,"Laptop Charger LPO Lenovo 20V 2.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-11,"FOR SKU 72126I",scanned,no,346.44,"2026-07-21 07:48:56"
78598494-231,"Laptop Charger LPO Lenovo 20V 2.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR4-L3-11,"FOR SKU 72126I",scanned,no,346.44,"2026-07-21 07:48:55"
